review,sentiment
"Let's just say I had to suspend my disbelief less for Spiderman than I did for Hooligans. That is, to say, I have less of a problem believing Toby McGuire can stick to buildings than I do Elija Wood throwing down with toughs in Manchester. I won't get into specifics, as I don't want to write a spoiler, but the idea of grown, professional, British men getting into near death scraps every weekend is, well... funny. And this film is not. The fighting, the idea of fighting, is taken far too seriously. The gravity of the pugilism, the reverence with which the subject matter is treated becomes irritating, as it neither establishes or resolves the conflict. It seems as though the plot, with holes big enough to drive a Guiness truck through, has been slapped together with a contrived ""fish out of water"" theme so that viewers can gaze into Woods teary eyes as he learns how to become a man ie. hitting other young men of opposing football tastes with blunt objects and then running away as fast as he can. The characters are cartoonish, especially the Americans at Harvard. The character development and story line are telegraphed to the viewer throughout the picture. Unfortunately, the absurdity of the film doesn't reach its height until nearly the end, which by then you'll have spent nearly two hours of your life you are never getting back. Pick up ""The Football Factory"" or ""Fight Club"" instead of this corny, and disappointing dud. It doesn't waste time with empty melodrama, the tired old ""Yankee in King Aurthur's Court,"" or weepy, parables of coming of age bullsh*t. They're just pure, dark, and clever fun; the way violence is supposed to be.",negative
"Well, here we have yet another role reversal movie. There were many worth watching, despite the tired plot of gender reversal. However, this one is not. In previous reviews, I think I've made my point about the general decline of enjoyment for Haim movies that followed the late 80s. This is one of them.<br /><br />'Just One of the Girls' is about a high school kid (Corey Haim) who tries to avoid his bullies by dressing up as a girl and attending another school. He joins the cheerleading squad and makes friends with fellow cheerleader, Marie (Nicole Eggert). Obviously, he can't keep up the charade for too much longer.<br /><br />I thought this movie was utter crap, and it wasn't even funny. But, judging by a majority of reviews, it looks like fans of Alanis Morrisette or teen sex queen, Nicole Eggert, are the only ones who'd want to watch this. If you're looking for a good Haim feature (or role switching comedy), look no further than 1989. This is about the point that Haim's career tanked.",negative
"Oh man, why? ""Six Degrees"" is a show about this so called theory that we all are linked by someone. If focus on the lives of a group of people and the consequences of their actions.<br /><br />When I first heard of this show, it didn't caught my attention at all. It seemed too ordinary, actually. Then, i saw some episodes... and loved it! First of all, the characters. They are all well-written and different from each other. There's a alcohol addicted, a woman whose fiancée cheats on her, a woman who just lost her husband, a driver who has a troubled brother and so on... Unlike what we're used to, most of the characters interact with each other in casualties, like in our daily routines. Great! My favourite ones are Mae, Carlos and Whitney.<br /><br />Then, the cast. They are all great. Jay Hernandez, from ""Hostel"", shows here his acting habilities in a more 3d character than his previous work as Paxton. The other ones give great performances too, specially Campbell Scott, who plays Steven and Bridget Moynahan, who plays Whitney.<br /><br />Well when i came to IMDb, after watching some episodes, i couldn't believe that it got cancelled. Seriously, i can't understand the low ratings.<br /><br />It's too bad it didn't have more than one season. It would really be a good show to follow!",positive
"There has been a political documentary, of recent vintage, called Why We Fight, which tries to examine the infamous Military Industrial Complex and its grip on this nation. It is considered both polemical and incisive in making its case against both that complex and the war fiasco we are currently involved in in Iraq. Yet, a far more famous series of films, with the same name, was made during World War Two, by Hollywood director Frank Capra. Although considered documentaries, and having won Oscars in that category, this series of seven films is really and truly mere agitprop, more in the vein of Leni Reifenstal's Triumph Of The Will, scenes of which Capra recycles for his own purposes. That said, that fact does not mean it does not have vital information that subsequent generations of World War Two documentaries (such as the BBC's lauded The World At War) lacked, nor does that mean that its value as a primary source is any the less valuable. They are skillfully made, and after recently purchasing some used DVDs at a discount store, I found myself with the opportunity to select a free DVD with my purchase. I chose Goodtimes DVD's four DVD collection of the series.<br /><br />Rarely has something free been so worth invaluable. While there are no extras on the DVDs, and the sound quality of the prints varies, these films provide insight into the minds of Americans two thirds of a century ago, when racism was overt (as in many of the classic Warner Brothers pro-war cartoons of the era), and there was nothing wrong with blatant distortion of facts. The seven films, produced between 1942 and 1945, are Prelude To War, The Nazis Strike, Divide And Conquer, The Battle Of Britain, The Battle Of Russia, The Battle Of China, and War Comes To America.<br /><br />Overall, the film series is well worth watching, not only for the obvious reasons, but for the subtle things it reveals, such as the use of the plural for terms like X millions when referring to dollars, rather than the modern singular, or the most overused graphic in the whole series- a Japanese sword piercing the center of Manchuria. Yet, it also shows the complexities of trying to apply past standards to current wars. The lesson of World War One (avoid foreign entanglements) was not applicable to World War Two, whose own lesson (act early against dictatorships) has not been applicable in the three major wars America has fought since: Korea, Vietnam, nor Iraq. The fact that much of this series teeters on the uncertainties of the times it was made in only underscores its historic value in today's information-clogged times. It may not help you sort out the truth from the lies and propaganda of today, but at least you'll realize you are not the first to be in such a tenuous position, nor will you be the last.",positive
"The movie was ""OK"". Not bad, not good, just OK. If there was anything else in the theater this would be skipped by far. Sadly, Fast and Furious 2 also stunk, but I'd rather see this than FF2. :) If you have a fetish for harrison ford or that other young punk, this will be a ""cute"" movie for you. Personally, I'd wait for HBO or Blockbuster.",negative
"Not all movies are Oscar worthy but let's face it, sometimes these types of movies are more fun to watch and leave a longer and lasting impression. This one left me smiling and happy and I couldn't wait to hug my own son. Anyone who has had a pet (no matter what type) knows what it feels like to lose one. I believe most people would identify with Buddy almost losing his best friend who he raised from birth. Bruce Willis was great as the tycoon turned nice guy and Joey Lauren Adams was convincing as a good mother. The little boy who played Buddy had a cherub face and his sister and friend Edgar played terrific backup roles. Liked the movie a lot and it was something the whole family could enjoy. Thanks!",positive
i just saw Dick Tracy and I thought it was terrible. The paintings in the background of the cities looked awful. Also the mob characters looked too weird. Warren Beatty didn't do an awful job as Dick Tracy but it was definetely not one of his better performances. Madonna should just stick to singing. Glenne Headly did a good job in this movie. I gave this movie a 2/10 just because of the amazing acting by Al Pacino. It wasn't a high note in his career but he still did a good job.,negative
"The Haunting is a film that boasts a really creepy house, good effects work and sound work, a cast that seems to believe that everything around them is real and that house. There are scenes that make you jump, and the sinister aspects of what went on at Hill House in the past, I found interesting. There are genuinely creepy moments in the film and I liked the way the ghosts manifested themselves in sheets, curtains and the house itself. Jerry Goldsmith's score gave it the right atmosphere and the sound design had voices popping up around you. What I wish could've happened is for something a little more intense. Jan De Bont had a PG-13 rating to contend with and I think that he held back a little too much. Poltergeist scared me silly when I saw it many years ago, and it still holds up. The Haunting could've used a few more scenes of pure terror. The ending was for me, a little anticlimactic. Overall, I enjoyed it. The acting is good and there are moments that make you jump. I just wish it scared me more.",positive
"I watched this last night on TV (HBO). I have to admit, that the tension in this movie was unsurpassed by most other FN era movies. I loved the way Chip would be all calm one moment and then VIOLENT the very next moment. It was classic. Ahh yes. The dames, the villians, the cigars and thuggish cops! It has it all. This movie delivered all the goods to me. I especially loved the way they mixed communism into the plot, very common for this era of movie. Very daring also since blacklisting was popular in those days. I rate this movie one of the best I have seen in the FN genre!",positive
"Down to Earth is about Lance Barton, a black comedian who gets hit by a truck. He goes to Heaven and he gets to get another body. Lance gets the body of Charles Wellington, a white guy. So Lance does a few things in the body of Charles. The movie has a few laughs, but it's nothing special. It's a good movie if you're a fan of Chris Rock. Madagascar, the 2005 animated comedy, is better. This is a good movie, but Chris Rock has done way better things than this. It will only make you laugh about 4 times the whole movie. And it's not really laugh-out-loud funny. You'll laugh to yourself and you might giggle, but you definitely won't be rolling on the floor laughing.",negative
"I have never read a Jacqueline Susann novel, but I have also seen Valley of the Dolls, based on another of her books. On both occasions I thought the movie is probably better than the book and will further improve with age (certainly contrary to the books). The reason being that a movie focuses more on a specific style in fashion, design and behavior patterns. And in this aspect The Love Machine offers quite a lot. The set design fits the story perfectly. And all the characters fit in, too. They're perfect in the way that they complete a well balanced general picture. They are superficial and do not develop, it is true, but in this movie I wouldn't want it any different.<br /><br />David Hemmings reprises the role he played in Antonioni's Blow Up. And it's more than a rip-off. He's a fashion photographer, looks visibly aged and seems to start going slightly to seed. Robert Ryan reprises the role he played in Max Ophül's Caught, he is Smith Ohlrig all over again, greedy, bored and boring, uninspired and uninspiring. It's possible Ryan did not want to be in this picture and acted accordingly, on the other hand he might have thought a lot about his part and then given a carefully studied performance. Whatever happened, it fits the picture. Dyan Cannon is great (fantastic wardrobe!), she dominates every scene she's in and is involved in the two highlights of the movie: the burning of a luxurious bed and the knocking down of the Hemmings character with a Academy Award statuette.<br /><br />The title, The Love Machine, is, of course, meant ironically. Robin Stone is a kind of a Barry Lyndon of the pop era (incidentally, the movie IS slightly kubrickysh). That he chooses a TV station to work his way up to the top seems to be a mere coincidence. He sees love (meaning sexual favors) merely as a means for personal advancement. There are rather scary hints of a troubled sexuality which are not explored in the movie. Homosexuality is treated very casually, probably not the standard for mayor movies of the period. The open cynicism of the TV executives need not fear comparison with other good movies about the subject like A Face in the Crowd or Network or Truman Show. They are producing crap, they agree among themselves it's crap and they know they will make a lot of dough with it.<br /><br />I did not regret spending the odd 108 minutes with this movie and would not be surprised if it picked up a cult following, provided it's given the chance (meaning a DVD release).",positive
"I was not nearly as smitten with this as many other reviewers. Sure, it has a pair of lovely girls playing erotic, lesbian vampires. Marianne Morris and Anulka D. play these two lovely sirens with razor teeth that run up to cars on a road out of the way, hitch to their home(at dusk), and invite their prey...sex-starved men to their boudoir. What happens there...well, after they disrobe and kiss each other mostly, they kill their visitors. Director Jose Ramon Larraz does have some flashes of brilliance with his camera. Some scenes are quite eerie and effectively shot, but sex alone does not hold a film up(no pun intended...at least consciously). There really isn't much of a story here. We have the two girls. We are shown some inexplicable and unexplained beginning where we see them shot with pistol. Why? What does it mean"" Why do we have the guy that stays for several days greet a guy at the hotel that insists he knows him from years ago? Does that have a purpose? Of course I have even more general questions like what is a couple of nice-looking girls doing as vampires in the English countryside and having a wine cellar filled with wine from the Carpathians? Anyway, the script is riddled with such flaws. It is also very sparse on the action outside of catch victims, wine and dine them(quite literally), and then go to bed in the crypt. The end gets going with some juicier scenes, but it is anti-climatic. There are, as I said, some effective scenes by the director...I particularly liked the way the girls dressed and were filmed in the woods looking for their prey. The house is also a most impressive set. And both girls are as I said very lovely. Marianne Morris in particular stands out - in more ways than one. For you older film fans, silent screen veteran Bessie Love has a brief cameo at film's end.",negative
"This movie started out cringe-worthy--but it was meant to, with an overbearing mother, a witch of a rival, and a hesitant beauty queen constantly coming in second. There was some goofy overacting, and a few implausible plot points (She comes in second in EVERY single competition? ALL of them?) Unfortunately, the movie suffers horribly from it's need to, well, be a TV movie. Rather than end at the ending of the movie, an amusing twist in which the killer is (semi-plausibly) revealed, the movie continues for another twenty minutes, just to make sure that justice is done. Of course, now that the killer is revealed, she suddenly undergoes a complete personality shift--her character gets completely rewritten, because the writers don't need to keep her identity secret any more. The cheese completely sinks what otherwise could have been a passably amusing movie.",negative
"Definitely an odd debut for Michael Madsen. Madsen plays Cecil Moe, an alcoholic family man whose life is crumbling all around him. Cecil grabs a phone book, looks up the name of a preacher, and calls him in the middle of the night. He goes to the preacher's home and discusses his problems. The preacher teaches Cecil to respect the word of God and have Jesus in his heart. That makes everything all better. Ahh...if only everything in life were that easy. The fact that this ""film"" looks as if it was made with about $500 certainly doesn't help. 1/10",negative
"Charlie Wilson's War, based on a true story, tells the tale of a Texas congressman and a CIA agent working to secure funding for covert support of the Mujaheddin in 1980s Afghanistan following the USSR invasion of the country. This conflict played a major role in the final years of the Cold War between the US and the USSR.<br /><br />In terms of film making, Charlie Wilson's War is a definite winner. It well-written, well-acted, and well-shot. While most of the attention has gone to Tom Hanks for yet another fine performance, I was even more impressed with Philip Seymour Hoffman's turn as CIA operative Gust Avrakotos. Scenes of Soviet attacks on under-armed villages and of the refugee camp effectively tug at the heart. The film also gives a good behind-the-scenes look at the wheeling and dealing that Congressman Wilson must go through to secure the desired funding.<br /><br />There are, however, two complaints I have about the film. The first is that there is a subplot involving an scandal investigation that is not well-developed and as such only serves as a minor distraction to the story line. The second complaint is that the film lacks some of the context of the war. The film makes the Mujaheddin look like innocent victims, and while they did suffer large civilian casualties, the Mujaheddin were in fact rebels trying to topple the government of Afghanistan. This government, ignored entirely in the film, not surprisingly fought to suppress the rebellion, later calling on the Soviet Union for support in their effort. The film also ignores that the US was aiding the Mujaheddin prior to the Soviet deployment in Afghanistan. The film did hint at the unintended consequences of our covert actions -- consequences we are still feeling today -- but it seems as if screenwriter Aaron Sorkin and director Mike Nichols were willing to sacrifice some historical context to provide a cohesive narrative. (Not having read the book, I do not know if George Crile made the same compromise.) Those complaints notwithstanding, I did enjoy watching Charlie Wilson's War and do recommend it. I would have preferred a film that more accurately depicted the complexities of the situation, as Stephen Gaghan did in Syriana, but the audiences connected better with cohesive narrative of Charlie Wilson's War than with the ambiguities present in Syriana.",positive
"People are being too hard on the film. Sometimes we should just sit back and enjoy the story without attempting to ""review"" it.<br /><br />The whole thing comes together when Hackman decides not to pull the trigger but his target still goes down. Then the fun begins as everyone about him also ""go down"".<br /><br />Just think JFK and all the people associated in any way with his assassination, who's lives ended abruptly and in questionable ways and you'll appreciate what is implied in this film.<br /><br />I think it's an excellent interpretation of what may well have occurred. Though the EXACT story line my not have been followed (hindsight here after reading Jim Maars ""Crossfire"") but it's what is implied that is of interest.<br /><br />I'd love to get a copy of it to view it again. In light of what is known today, The Domino Principle is right on.",positive
"This Gundam series only follows Gundam 0083 Stardust Memory. The story takes place during the same time line as the original Gundam in the year U.C. 0079 the time of the One year war, but the mobile suits are designed as new models are and are as a result look more articulate. The Hero of the story is a young Lt. Shiro Amada, who may lack any real combat experience but makes up for it with creativity and effort.<br /><br />His life get complicated when he meets Aina Sahalin a Jion ace pilot (the enemy), the to end up falling in love and begin to change their attitudes about the war around them. The other cast of characters in the story are not there for background either, every one in this story has a history to them.<br /><br />There is also another Ace mobile suit pilot in this series that can be added into the pantheon of ace mobile suit pilots. Right up there with Char Aznable and Anavel Gato is Norris Packard, not the top villain in this series, but his presence give the 8th mobile suit team a hard fight. 3 of them against Norris and his single MS-07B Gouf custom mobile suit.<br /><br />In conclusion This Gundam along with Stardust Memory is a must see!!<br /><br />",positive
"The Brave One seems to indicate that the main character, of course, is brave. I'd disagree. The more brave thing to do in a situation like the one that happens to her- getting brutally beaten along with her fiancée who doesn't live another day from it- is to go after the criminals without resorting to a total distorted view of society. Jodie Foster's character, Erica, is a radio personality who's niche is walking the streets and recording what goes on. We're given no real depth aside from 'she had someone she loved, he died, the police don't pursue it, she gets a gun, yada-yada-yada, she gets somewhat but not really involved with the lead detective' into the character, and so were left with something leftover from past movies: the vigilante code of justice, where taking the power in one's own hands is all there is. But we're never too sure if Erica is sane or not, if the filmmakers take a position one way or another (that is until the end, which is such a stupid message to take anyway, dog included as overbearing metaphor), while making the New York City of today, which has become significantly safer than, say, twenty years ago, look like you'll get knifed or beaten if you go down just the right alley or just sit alone on a subway car.<br /><br />There could even be a somewhat better movie in the midst of all of this- perhaps just in the undercooked subplot with Terence Howard's detective, who is involved in some custody battle of a child that isn't his and a woman who he's not linked to and a step-father who, I don't know what aside from owning parking lots and being a bad dude- but we're left to a script that's both ham-fisted and disjointed with logic. It becomes laughable, for example, to see that at first the logical side- of Erica unable to really shoot properly, as seen in her first shooting in a convenience store at the convenient moment of a robbery of a wife by the husband- and then giving way to the illogical of her crack-shot at shooting at a pimp driving a car head on at her and killing him and ducking just in time to not get run over. It doesn't help that Jordon's style with the camera becomes a little more than insufferable: it's called a stedi-cam for a *reason*, not because it can weave in and out.<br /><br />Ironically, the script and direction become very good, or rather work the best they can under the desired circumstances: when looking at the actual beating scene under the bridge, caught between a video-taped point of view by one of the criminals by the regular film cam in a pace that is perfectly disorienting. And when Erica first comes back on the air to her radio show, and she freezes up trying to do her old shtick, and speaks out a 'from-the-heart' about how afraid she is- this scene, from Foster's performance, to the clear direction and script, is the best scene in the film. But aside from that, there's just a lot of posturing into a psychology that's flimsy: is she a De Niro in Taxi Driver or a Bronson in Death Wish? We have her narration over scenes, some of it doesn't have to do at all with her radio show, observing how disgusted she is with walking around at night, nothing to do but her self-imposed task of cleaning up the streets. But unlike Death Wish, a movie that held more ambiguity and never held an answer at the end in a revenge scenario, the path of endless violence just heeds to a message, one that won't be news to anyone who's seen a second of Lifetime movie-of-the-week melodrama.<br /><br />The actors make do with what's given, and in the end it becomes much more frustrating trying to stay with the anticipated, the hackneyed plot turns, and the plain old inexplicable (plus the unintentionally hilarious, like a few expletives shouted by Howard after getting shot in one scene), and the temptation to walk out grows stronger and stronger. It's a very problematic picture, with only a few moments of genuine interest and clear-headed convention-bending.",negative
"I was amazingly impressed by this movie. It contained fundamental elements of depression, grief, loneliness, despair, hope, dreams and companionship. It wasn't merely about a genius musician who hit rock bottom but it was about a man caught up in grief trying drastically to find solace within his music. He finds a companion who comes with her own issues. Claire and Des were able to provide each other with friendship and love but more importantly a conclusion to events which had shaped their life for the worst. <br /><br />Des is an unlikely character by todays standards of a rock star. Yet he has musical genius. He also has an event in his past that has made him stagnate, while things around him literally go to ruins. His focus is creating his Whale Music, in fact it becomes an obsession for him.<br /><br />Claire is the streetwise kid that needs a place to stay. She finds hidden talents while being in Des company. She also finds a mutual friend that accepts her. She learns to trust him over a period of time.<br /><br />These two find love with one another. Not the mind blowing, sex infused kind of passion, but a love where friendship and understanding means more. For two people who have been hurt, they find trust together.",positive
"Many mystery stories follow the standard whodunit path: murder most foul, gathering of clues, gaggle of possible perps, sprinkling of red herrings, and inevitable showdown between clever evildoer and even more clever crime solver.<br /><br />""Forgotten"" abandons the well-trod and gives us complex characters who may or may not have committed terrible acts. The fact that at the end of three episodes we have no easy answers and no neatly-tied package might frustrate some, but for me it was the indication of an intelligently crafted tale which probes, disturbs, and haunts with the question: What does an evil person look like?<br /><br />Excellent acting and production combine to make a mystery not easily... forgotten.",positive
"By 1955, five years after this one was released James Stewart and Anthony Mann had completed another six films together, four of them Westerns. Their rapport was obvious from the outset and what was intended as little more than a Universal progrmmer became both a cult and a classic. Buffs of the period will revel in the fact that the first ten names on the credits were all more than well known - and that's not counting Ray Teal or 'Anthony' Curtis, later to become Tony. Perhaps ten years later the 'psychological' western was well entrenched but in 1950 it was rare to throw Ahab into the mix with Cain and Abel, to say nothing of addressing several other issues along the way, and still furnish a conventional western on the surface and full credit to all concerned. One to add to the DVD collection.",positive
"Despite having a very pretty leading lady (Rosita Arenas, one of my boy-crushes), the acting and the direction are examples of what NOT to do while making a movie.<br /><br />Placed in southern Mexico, Popoca, the Aztec Mummy (real Aztecs, by the way, DID not made mummies) has been waken up by the lead characters and starts making trouble in Mexico City suburbia, during the first movie (The Aztec Mummy). In this second part, the leading man and woman want to find th mummy and put it in its final resting place (a fireplace would have been my first choice...)<br /><br />Into this appears The Bat, a criminal master-mindless stereotype of a criminal genius who creates a ""human robot"" (some idiot inside a robot SUIT) to control Popoca and (get this) take over the world. The final match between the robot and the mummy is hilarious, some of the worst choreography ever witnessed. The funniest part is that this movie was made and released by a serious Mexican movie studio!<br /><br />The acting is just as awful hearing the movie in Spanish as it is in English (they dubbed the over-acting!). You should watch this movie through MST:3000. The comments are even funnier.",negative
"I loved this show. Such talent; and I am so disappointed that it is canceled, after only just beginning. I looked forward to this show all week long. And so sorry for the people who were hoping to be The One. I would have loved to see who would have won. It just began, and in my opinion,it should not have been canceled. I hope these young artist have been viewed by talent scouts, and have the opportunity to reach their goals. I voted, and sat waiting for it to come on; never knowing that it was canceled. And I could not believe that it was. I am amazed that it had low ratings; because it was in my opinion one of the best reality shows on TV.",positive
"In all of low budget history. this movie has to be one of the worst. True ther are some humorous sides to the movie, but in general it was just plain awful. I just can't understand what person could not out run a bunch of slugs. I mean they have to be one of the slowest creatures on the planet. The only part worth while in this movie is the close up of a slugs attempt to bite the finger of a man. This was rather amusing.",negative
"Thin story concerns two small town brothers and their struggles over family honor. David Morse is the responsible, straight-laced cop and 'good' brother; Viggo Mortensen, the 'bad' boy, is a former soldier and ex-convict. As an actor (particularly in his earliest years), Sean Penn seems to have modulated his performances under the Method. Turning first-time writer and director for this arty, obtuse drama, he works his script and characters out through the same methodical process, slowing the pacing down to a crawl (ostensibly so we can catch every nuance and inflection). This approach might be fascinating if there were three-dimensional characters to care about, but photogenic Morse and Mortensen aren't really convincing as siblings. Worse, we expect more from prominently-billed veterans Charles Bronson and Sandy Dennis, who hardly get a chance to come through with anything interesting. The picture is balky with turgid sequences, a wobbly narrative and confusing editing (always slanted to point up the artistic excesses). Penn's tricks with the camera show off a talented eye, yet they are mostly an irritation. *1/2 from ****",negative
"I had seen this movie when I was a boy (Before WWII) and was surprised that the local library had a copy. Saw it again after some sixty years and forgot how bad it was. This is an example of a movie that was not a ""A"" movie. No editing, poor script, weak acting and not much directing. Should not even be as high as a ""B"" Had a laugh at how jaded I've become over the years. Seems to me I thought it was good when I originally saw it.",negative
"Hopper has never been worse as if he felt as this movie is worthy of only a grade B performance and he delivers a rather good one. Outside of Madsen and Hopper the acting is horrid; you've seen better at your local high school. The sound and at times the editing and camera shots are low end of B-movies. The scene with the peeping tom is of movies greatest gratuitous nudity scenes I've ever seen (it doesn't even come close to fitting in the movie). The script was probably a great 10-page outline, but when it comes out to a full-length movie there are more holes in it then the dead bodies Madsen left behind. I do have to say Hopper dressed in a nice suit driving the Hummer had me laughing out loud, but I don't think that was the intent. Yes there is a little style, and Hopper can always draw my interest. However the interesting plot concept never pays off and you are left wondering why you wasted your time watching this.",negative
"If you came into the film with expectations, throw them away now, because no amount of hype will do this film justice.<br /><br />To categorize this film into a single genre would be criminal. It's a spy thriller, has elements of noir, bits and pieces of action, science fiction, and cyberpunk all tied together with a brilliant narrative, mind-bending plot twists, and gorgeous cinematography.<br /><br />A lot of the comments here have centered around it being derivative, both in good and bad ways, of other movies. But as they say, every story cribs from Shakespeare, so once you can get past that, you're in for a hell of a ride.<br /><br />You will need to suspend your disbelief at some points, and while the set never becomes unbelievable, there are portions (read: the elevator) which suffer from a low budget and somewhat cheesy visuals. Don't misconstrue that to mean it's on the same level as cheesy Sci-Fi channel movies, though, because this is on a much higher level.<br /><br />If you're looking for action, you should turn away. This is pure psychology. But if you're willing to sit down and devote a good 90 minutes of your life to a novel cinematic experience, by all means, DO IT NOW! Watch this movie now before it becomes cool to have seen it!",positive
"Despite the previous reviewer's screed, this is a well paced and interesting documentary with lots of clips from classic 1950s sci-fi films that influenced Spielberg, Lucas and others in their more recent efforts. I agree that Spielberg's films aren't even in the same league as the films discussed here, such as William Cameron Menzies' brilliant INVADERS FROM MARS, to name just one of the many titles examined, but this is still a remarkably good overview of 1950s paranoid sci-fi. Yes, it turns into a commercial for the tepid remake of WAR OF THE WORLDS during the last fifteen minutes; you can turn that off. The rest is surprisingly good, and it's nice to see contemporary filmmakers remember the films that inspired them, even if they can't begin to match the originals.",positive
"Breaking Glass is a film that everyone aspiring to be in the music industry should see more than once. It is a very dark tale about the way a record company manipulates a singer to do things their way and to make as much money out of her as possible. Looking at some of today's 'search for a star' style TV shows on both in the UK and abroad I am always reminded of this film. Though not an expert on the subject, the winners of these shows tend to have one very big initial hit and then its downhill from there. This film predates these shows though the effect seems the same. After getting rid of her manager, played quite brilliantly by Phil Daniels, slowly but surely the record company changes her lyrics puts her on stimulants and she is eventually totally burnt out. You potential stars of tomorrow.... WATCH THIS AND BEWARE !!!",positive
"'Rejseholdet' is one of the best new danish tv-series that i have watched.<br /><br />The series is about the danish police force's Unit 1 - a kinda FBI-style team that help solve murder cases all over the country, and the cases they work on, plus the influence that their jobs have on their personal lives, and the price they sometimes has to pay to be a part of a top police team.<br /><br />I didn't expect much when I started watching this series - I was pleasantly surprised, the series is exciting, sometimes fun, it's got both drama and suspense, I love it.",positive
"After realizing what is going on around us ... in the news .. in our homes .. the whole new world .. I remembered this show and how obsessed I was watching it every week (in my town) ..<br /><br />I started looking for this series .. 3 days ago .. didn;t have luck till this moment .. and I was shocked when I read about it and about CBS ..<br /><br />People, I believe they stopped the show because it's talking about something way ahead of our understanding of the new world ... it was trying to deliver a hidden message about something terrifying ..<br /><br />The people who stopped it are the same who are controlling the world Now .. I remember in one of the episodes it was talking about the ONE dollar and the pyramid with the one eye ...",positive
"I had few problems with this film, and I have heard a lot of criticisms saying it is overlong and overrated. True, it is over three hours long, but I was amazed that it goes by so quickly. I don't think it is overrated at all, I think the IMDb rating is perfectly decent. The film looks sumptuous, with gorgeous costumes and excellent effects, and the direction from James Cameron rarely slips from focus. Leonardo DiCaprio gives one of his best performances as Jack, and Kate Winslet is lovely as Rose. David Warner, a great actor, steals every scene he's in. The story is very rich in detail, and is hot on character development, obvious with the love story which is very moving when it needs to be, though in the first bit of the movie it is a little slow. The last hour is extremely riveting, and I will confess that I was on the edge of my seat, when the Titanic sank. I will also say that the last five minutes were very moving. The music score by James Horner was lovely, though I never was a huge fan of the song My Heart will Go On. The 1996 miniseries was good, but suffered from undeveloped scenarios and some historical inaccuracies. Overall, I give Titanic an 8.5/10. Bethany Cox.",positive
"This program is a lot of fun and the title song is so catchy I can't get it out of my head. I find as I get older I am drawn to the wrinklies who get things done, and these four are excellent in their endeavors. Some of what they do is outrageous but brilliant considering that now days with our PC world we'd never be able to do it in real life. I always learn something from the shows. But if you like mystery, drama, comedy, and a little forensic work you'll love this show. It reminds me of Quincy, ME in one way and Barney Miller in another the way they work and inter-react with each other. They screw up a lot but they get the job done, and that's what counts.",positive
"Greenaway seems to have a habit of trying deliberately to disgust his viewers. This film opens with incest--and purposeless, meaningless, casual incest at that. That's Greenaway's big problem. He prefers parlor tricks to shock over actually doing anything meaningful. Technical skill isn't enough. He's just a bit perverse for the sake of perversity.",negative
"This is one of the most hateful and cruel movies I've seen in a long time. Sadly I was duped into sticking with it, since Donald Sutherland's presence misleadingly gave it some credibility. [That's the last time that'll happen.]<br /><br />Lesley Ann Warren's character was annoyingly whiny and as stupid as they come. There were smarter characters than hers who were killed in the film. Thats just one of many things in this movie that made me ask, ""Where is the justice?""<br /><br />Why is late-night cable so filled with sadistic garbage filled with pathological mayhem? Most of these films seem to have a particular problem with women, and seem to focus on them being terrorized and murdered. This film could have been every bit as suspenseful without being sick and twisted in the process. All it ends up doing is turning the viewer's stomach with its sickness, and insulting the viewer's intelligence.<br /><br />The cast is misleadingly good. My guess is that they BAGGED Sutherland first, and used him to lure the others like lemmings into this.<br /><br />I'm kicking myself for wasting time, giving this piece of garbage a chance.",negative
